scenario,language,test,mode,iteration,time,pkg,cores,gpu,dram,psys,cycles,cache_misses,branch_misses,ended
division-loop,c,O3,internal,1,247047166,5.46343994140625,4.03204345703125,0.04473876953125,,8.84039306640625,,,,1761829613480067
division-loop,c,O3,internal,2,249242036,4.9232177734375,3.7125244140625,0.03582763671875,,8.08160400390625,,,,1761829613729389
division-loop,c,O3,internal,3,248211371,4.8826904296875,3.55181884765625,0.04461669921875,,8.12908935546875,,,,1761829613977535
division-loop,c,O3,internal,4,253329273,4.89471435546875,3.60546875,0.04486083984375,,8.087646484375,,,,1761829614230879
division-loop,c,O3,internal,5,245263192,5.99188232421875,4.4483642578125,0.04766845703125,,9.37939453125,,,,1761829614476126
division-loop,c,O3,external,1,243989370,4.79461669921875,3.46551513671875,0.04156494140625,,7.9844970703125,,,,1761829614755137
division-loop,c,O3,external,2,251758612,4.938720703125,3.69293212890625,0.0418701171875,,8.11175537109375,,,,1761829615008073
division-loop,c,O3,external,3,238874331,4.51995849609375,3.22381591796875,0.04052734375,,7.4693603515625,,,,1761829615248320
division-loop,c,O3,external,4,247051717,4.44586181640625,3.14501953125,0.04278564453125,,7.44720458984375,,,,1761829615496816
division-loop,c,O3,external,5,242150456,5.95599365234375,4.46051025390625,0.04388427734375,,9.3465576171875,,,,1761829615739934
matrix-multiplication,c,O3,internal,1,2611429674,62.775146484375,48.93701171875,0.42535400390625,,98.74322509765625,,,,1761829618464218
matrix-multiplication,c,O3,internal,2,2609951223,59.9818115234375,47.07293701171875,0.45526123046875,,93.7137451171875,,,,1761829621074191
matrix-multiplication,c,O3,internal,3,2605032513,61.01605224609375,48.20513916015625,0.46734619140625,,96.42034912109375,,,,1761829623679228
matrix-multiplication,c,O3,internal,4,2623319177,65.14971923828125,50.21490478515625,0.51171875,,102.059326171875,,,,1761829626302595
matrix-multiplication,c,O3,internal,5,2606816687,63.94921875,49.92578125,0.47821044921875,,99.6298828125,,,,1761829628909412
matrix-multiplication,c,O3,external,1,2631097671,64.22796630859375,50.512451171875,0.40380859375,,100.89031982421875,,,,1761829631599649
matrix-multiplication,c,O3,external,2,2609619280,63.2802734375,49.533935546875,0.448974609375,,98.77935791015625,,,,1761829634209802
matrix-multiplication,c,O3,external,3,2647311980,63.733154296875,51.06634521484375,0.437255859375,,98.99609375,,,,1761829636858520
matrix-multiplication,c,O3,external,4,2641203883,61.544921875,49.06353759765625,0.32879638671875,,96.28533935546875,,,,1761829639501114
matrix-multiplication,c,O3,external,5,2602274832,61.928955078125,49.3497314453125,0.34027099609375,,95.6422119140625,,,,1761829642104970
polynomial-evaluation,c,O3,internal,1,788980600,15.280517578125,11.02716064453125,0.1070556640625,,25.5283203125,,,,1761829642940700
polynomial-evaluation,c,O3,internal,2,774036585,15.16607666015625,11.17730712890625,0.09844970703125,,24.99554443359375,,,,1761829643714761
polynomial-evaluation,c,O3,internal,3,773418334,13.13275146484375,9.37493896484375,0.12939453125,,22.4599609375,,,,1761829644488180
polynomial-evaluation,c,O3,internal,4,766091034,12.90362548828125,9.36016845703125,0.1190185546875,,22.0322265625,,,,1761829645254320
polynomial-evaluation,c,O3,internal,5,763449202,12.900390625,9.4891357421875,0.0955810546875,,21.78460693359375,,,,1761829646017768
polynomial-evaluation,c,O3,external,1,767369466,14.70318603515625,10.19061279296875,0.11248779296875,,23.7960205078125,,,,1761829646833103
polynomial-evaluation,c,O3,external,2,783558383,16.04901123046875,11.88189697265625,0.09259033203125,,26.1361083984375,,,,1761829647617842
polynomial-evaluation,c,O3,external,3,771401859,13.60174560546875,10.01959228515625,0.10247802734375,,22.8468017578125,,,,1761829648390744
polynomial-evaluation,c,O3,external,4,763750920,14.12481689453125,10.53424072265625,0.09234619140625,,23.47076416015625,,,,1761829649155938
polynomial-evaluation,c,O3,external,5,772393511,13.65185546875,9.9022216796875,0.10882568359375,,23.00823974609375,,,,1761829649929403
division-loop,cpp,O3,internal,1,259509869,6.4354248046875,4.64501953125,0.04547119140625,,10.2440185546875,,,,1761829650444244
division-loop,cpp,O3,internal,2,258450466,4.8226318359375,3.61065673828125,0.04193115234375,,8.09637451171875,,,,1761829650702678
division-loop,cpp,O3,internal,3,249806398,4.708740234375,3.53411865234375,0.04681396484375,,7.8482666015625,,,,1761829650952483
division-loop,cpp,O3,internal,4,249041813,4.9052734375,3.78363037109375,0.04779052734375,,8.09075927734375,,,,1761829651201581
division-loop,cpp,O3,internal,5,251584582,5.19781494140625,3.97412109375,0.04541015625,,8.3531494140625,,,,1761829651453183
division-loop,cpp,O3,external,1,244994576,5.184326171875,3.85418701171875,0.0540771484375,,8.5020751953125,,,,1761829651871655
division-loop,cpp,O3,external,2,238973544,4.68914794921875,3.46148681640625,0.04296875,,7.78656005859375,,,,1761829652112640
division-loop,cpp,O3,external,3,245586829,4.84228515625,3.49658203125,0.03753662109375,,8.12628173828125,,,,1761829652360188
division-loop,cpp,O3,external,4,239817780,5.06005859375,3.71197509765625,0.04290771484375,,8.25640869140625,,,,1761829652601985
division-loop,cpp,O3,external,5,243577126,5.64971923828125,4.264404296875,0.04254150390625,,9.00830078125,,,,1761829652847099
matrix-multiplication,cpp,O3,internal,1,2672433544,65.96185302734375,51.2940673828125,0.422607421875,,101.50604248046875,,,,1761829655783193
matrix-multiplication,cpp,O3,internal,2,2583127731,62.8331298828125,50.79937744140625,0.35211181640625,,97.14788818359375,,,,1761829658366310
matrix-multiplication,cpp,O3,internal,3,2611238824,62.1885986328125,49.1356201171875,0.341064453125,,95.8624267578125,,,,1761829660977614
matrix-multiplication,cpp,O3,internal,4,2606125386,60.455810546875,48.1427001953125,0.3477783203125,,94.59771728515625,,,,1761829663583685
matrix-multiplication,cpp,O3,internal,5,2628160508,66.68182373046875,54.05059814453125,0.36773681640625,,102.1300048828125,,,,1761829666211868
matrix-multiplication,cpp,O3,external,1,2688462884,68.15521240234375,54.29461669921875,0.4031982421875,,104.4952392578125,,,,1761829669155277
matrix-multiplication,cpp,O3,external,2,2678029147,66.49932861328125,53.75787353515625,0.3797607421875,,102.8292236328125,,,,1761829671835784
matrix-multiplication,cpp,O3,external,3,2612719842,62.48565673828125,49.49102783203125,0.41424560546875,,96.78546142578125,,,,1761829674450184
matrix-multiplication,cpp,O3,external,4,2618714442,64.02313232421875,51.4559326171875,0.45660400390625,,99.572998046875,,,,1761829677071080
matrix-multiplication,cpp,O3,external,5,2599237952,63.29534912109375,51.07012939453125,0.418701171875,,98.45281982421875,,,,1761829679672028
polynomial-evaluation,cpp,O3,internal,1,768121635,14.0614013671875,9.6781005859375,0.12933349609375,,23.10626220703125,,,,1761829680710914
polynomial-evaluation,cpp,O3,internal,2,769820893,14.1341552734375,10.0924072265625,0.15765380859375,,23.98626708984375,,,,1761829681480721
polynomial-evaluation,cpp,O3,internal,3,766281648,12.7369384765625,9.01300048828125,0.12353515625,,22.2247314453125,,,,1761829682247077
polynomial-evaluation,cpp,O3,internal,4,778902817,13.81512451171875,10.14056396484375,0.13134765625,,23.197265625,,,,1761829683025926
polynomial-evaluation,cpp,O3,internal,5,761337492,12.77972412109375,9.13134765625,0.1185302734375,,21.8780517578125,,,,1761829683787268
polynomial-evaluation,cpp,O3,external,1,764113316,13.76947021484375,10.042236328125,0.130615234375,,23.41851806640625,,,,1761829684814518
polynomial-evaluation,cpp,O3,external,2,769002307,16.2451171875,12.22283935546875,0.1387939453125,,26.3770751953125,,,,1761829685585516
polynomial-evaluation,cpp,O3,external,3,776315902,15.4281005859375,11.4481201171875,0.13226318359375,,25.23876953125,,,,1761829686363355
polynomial-evaluation,cpp,O3,external,4,767720776,12.917236328125,9.2259521484375,0.11761474609375,,22.28411865234375,,,,1761829687133468
polynomial-evaluation,cpp,O3,external,5,764650401,14.63140869140625,10.3291015625,0.13824462890625,,23.3988037109375,,,,1761829687900829
division-loop,cs,release,internal,1,259876793,5.3402099609375,3.74261474609375,0.04095458984375,,8.7703857421875,,,,1761829690449446
division-loop,cs,release,internal,2,241548787,4.7166748046875,3.5364990234375,0.04376220703125,,7.78277587890625,,,,1761829690690861
division-loop,cs,release,internal,3,250664048,5.025390625,3.89453125,0.05157470703125,,8.23236083984375,,,,1761829690941707
division-loop,cs,release,internal,4,244790476,5.1673583984375,3.98370361328125,0.04998779296875,,8.41180419921875,,,,1761829691186452
division-loop,cs,release,internal,5,244030023,6.14227294921875,4.61224365234375,0.03912353515625,,9.57928466796875,,,,1761829691430465
division-loop,cs,release,external,1,264548152,8.4327392578125,6.78741455078125,0.04742431640625,,12.58587646484375,,,,1761829692581390
division-loop,cs,release,external,2,257679057,8.00299072265625,6.4700927734375,0.037841796875,,11.99713134765625,,,,1761829692858927
division-loop,cs,release,external,3,261861055,8.0740966796875,6.41387939453125,0.04156494140625,,12.1976318359375,,,,1761829693148120
division-loop,cs,release,external,4,272371747,6.30877685546875,4.7655029296875,0.04901123046875,,10.03826904296875,,,,1761829693443935
division-loop,cs,release,external,5,255922421,5.9285888671875,4.46923828125,0.03961181640625,,9.37158203125,,,,1761829693718420
matrix-multiplication,cs,release,internal,1,4892187328,141.49420166015625,116.4737548828125,0.7662353515625,,212.0570068359375,,,,1761829699730225
matrix-multiplication,cs,release,internal,2,4871363477,122.6099853515625,98.62091064453125,0.64080810546875,,189.381103515625,,,,1761829704601565
matrix-multiplication,cs,release,internal,3,4803126761,118.44732666015625,95.18609619140625,0.623291015625,,183.0362548828125,,,,1761829709404645
matrix-multiplication,cs,release,internal,4,4786607986,115.8360595703125,92.73858642578125,0.79327392578125,,179.33514404296875,,,,1761829714191290
matrix-multiplication,cs,release,internal,5,4785315479,114.95458984375,91.8804931640625,0.77294921875,,178.96575927734375,,,,1761829718976660
matrix-multiplication,cs,release,external,1,4847646215,130.52471923828125,103.966552734375,0.750244140625,,200.28717041015625,,,,1761829724751440
matrix-multiplication,cs,release,external,2,4855211149,121.5330810546875,97.90203857421875,0.61285400390625,,187.152587890625,,,,1761829729626071
matrix-multiplication,cs,release,external,3,4825626150,119.41595458984375,95.6658935546875,0.68414306640625,,185.50335693359375,,,,1761829734471753
matrix-multiplication,cs,release,external,4,4847901142,120.2957763671875,96.76776123046875,0.79412841796875,,185.82720947265625,,,,1761829739343942
matrix-multiplication,cs,release,external,5,4859351049,120.44427490234375,96.8837890625,0.7908935546875,,187.537109375,,,,1761829744224240
polynomial-evaluation,cs,release,internal,1,1241407021,37.666259765625,29.57293701171875,0.23175048828125,,56.41815185546875,,,,1761829746492155
polynomial-evaluation,cs,release,internal,2,1214671357,24.25103759765625,18.2510986328125,0.224853515625,,39.66680908203125,,,,1761829747706804
polynomial-evaluation,cs,release,internal,3,1202756787,21.48651123046875,15.89776611328125,0.2169189453125,,36.19580078125,,,,1761829748909536
polynomial-evaluation,cs,release,internal,4,1217399726,23.5438232421875,17.61798095703125,0.234130859375,,39.0712890625,,,,1761829750126982
polynomial-evaluation,cs,release,internal,5,1205690580,22.1966552734375,16.43695068359375,0.2291259765625,,37.2454833984375,,,,1761829751332704
polynomial-evaluation,cs,release,external,1,1237048422,28.34771728515625,21.859619140625,0.20648193359375,,45.485107421875,,,,1761829753480599
polynomial-evaluation,cs,release,external,2,1237311116,24.48345947265625,17.89990234375,0.22918701171875,,39.52508544921875,,,,1761829754738024
polynomial-evaluation,cs,release,external,3,1230816608,23.50933837890625,17.4820556640625,0.194580078125,,38.8878173828125,,,,1761829755987626
polynomial-evaluation,cs,release,external,4,1231571316,22.5350341796875,16.671142578125,0.21514892578125,,37.8026123046875,,,,1761829757240325
polynomial-evaluation,cs,release,external,5,1227115705,21.38104248046875,15.59710693359375,0.20904541015625,,36.49298095703125,,,,1761829758487649
division-loop,java,server,internal,1,481425801,10.66571044921875,8.27886962890625,0.10064697265625,,17.24578857421875,,,,1761829759237846
division-loop,java,server,internal,2,252827787,5.22100830078125,4.0252685546875,0.0491943359375,,8.5601806640625,,,,1761829759490661
division-loop,java,server,internal,3,475524569,11.8802490234375,9.22564697265625,0.0802001953125,,18.65765380859375,,,,1761829759966183
division-loop,java,server,internal,4,239820230,5.43499755859375,4.24871826171875,0.03448486328125,,8.593017578125,,,,1761829760206026
division-loop,java,server,internal,5,243159785,5.0098876953125,3.90435791015625,0.033935546875,,8.14666748046875,,,,1761829760449189
division-loop,java,server,external,1,485760751,12.39678955078125,9.28106689453125,0.09149169921875,,18.69854736328125,,,,1761829761203339
division-loop,java,server,external,2,485105816,10.79437255859375,8.26458740234375,0.09197998046875,,17.47161865234375,,,,1761829761709614
division-loop,java,server,external,3,480570195,10.59735107421875,8.14373779296875,0.09442138671875,,16.9488525390625,,,,1761829762210539
division-loop,java,server,external,4,475557106,10.61248779296875,8.1572265625,0.08416748046875,,17.01409912109375,,,,1761829762707497
division-loop,java,server,external,5,474841105,10.787353515625,8.35345458984375,0.09478759765625,,17.03692626953125,,,,1761829763202083
matrix-multiplication,java,server,internal,1,3417033025,87.6063232421875,71.2220458984375,0.60015869140625,,135.6666259765625,,,,1761829766923384
matrix-multiplication,java,server,internal,2,3547884222,101.69244384765625,81.5867919921875,0.580322265625,,153.84869384765625,,,,1761829770471286
matrix-multiplication,java,server,internal,3,3527078429,89.10711669921875,71.559326171875,0.5701904296875,,138.09454345703125,,,,1761829773998339
matrix-multiplication,java,server,internal,4,3492964003,88.79437255859375,71.02740478515625,0.64306640625,,136.76153564453125,,,,1761829777491315
matrix-multiplication,java,server,internal,5,5003374425,125.8974609375,100.91680908203125,0.79150390625,,194.70477294921875,,,,1761829782494687
matrix-multiplication,java,server,external,1,3454026729,91.58428955078125,74.17633056640625,0.608154296875,,141.04437255859375,,,,1761829786214455
matrix-multiplication,java,server,external,2,3427556422,86.721923828125,69.42584228515625,0.4903564453125,,133.67974853515625,,,,1761829789665556
matrix-multiplication,java,server,external,3,3389372898,83.9566650390625,67.82244873046875,0.50543212890625,,130.4896240234375,,,,1761829793075856
matrix-multiplication,java,server,external,4,3423366598,88.67510986328125,71.515380859375,0.63433837890625,,135.68402099609375,,,,1761829796520035
matrix-multiplication,java,server,external,5,3380043584,85.86968994140625,69.71710205078125,0.53167724609375,,132.8623046875,,,,1761829799920933
polynomial-evaluation,java,server,internal,1,1230391145,25.5855712890625,19.066162109375,0.2061767578125,,41.98773193359375,,,,1761829801422596
polynomial-evaluation,java,server,internal,2,1220961435,25.3707275390625,18.64031982421875,0.18585205078125,,40.29376220703125,,,,1761829802643609
polynomial-evaluation,java,server,internal,3,1209517693,22.36419677734375,16.2987060546875,0.18829345703125,,37.531982421875,,,,1761829803853063
polynomial-evaluation,java,server,internal,4,1200652817,21.5880126953125,15.8380126953125,0.18804931640625,,36.34527587890625,,,,1761829805053804
polynomial-evaluation,java,server,internal,5,1199292317,19.85260009765625,14.19769287109375,0.19219970703125,,34.32525634765625,,,,1761829806253006
polynomial-evaluation,java,server,external,1,1233091848,26.217041015625,20.0975341796875,0.24578857421875,,42.73382568359375,,,,1761829807767731
polynomial-evaluation,java,server,external,2,1225617507,25.6480712890625,19.59857177734375,0.2344970703125,,41.7205810546875,,,,1761829809012492
polynomial-evaluation,java,server,external,3,1244974505,26.784423828125,20.32928466796875,0.1854248046875,,42.40399169921875,,,,1761829810277158
polynomial-evaluation,java,server,external,4,1230192237,23.0787353515625,17.2301025390625,0.1571044921875,,38.2999267578125,,,,1761829811527960
polynomial-evaluation,java,server,external,5,1228238720,24.17584228515625,18.21099853515625,0.1519775390625,,39.63323974609375,,,,1761829812776949
division-loop,rust,release,internal,1,248585842,5.211181640625,3.8243408203125,0.03662109375,,8.636474609375,,,,1761829813220161
division-loop,rust,release,internal,2,250491450,4.7359619140625,3.5009765625,0.0343017578125,,7.9786376953125,,,,1761829813470664
division-loop,rust,release,internal,3,248760057,4.9163818359375,3.71331787109375,0.02685546875,,8.1505126953125,,,,1761829813719447
division-loop,rust,release,internal,4,244937856,7.020263671875,5.68109130859375,0.0228271484375,,10.770751953125,,,,1761829813964383
division-loop,rust,release,internal,5,246243614,5.8427734375,4.43865966796875,0.04327392578125,,9.32183837890625,,,,1761829814210609
division-loop,rust,release,external,1,250348587,5.541748046875,3.91363525390625,0.04736328125,,9.06524658203125,,,,1761829814608427
division-loop,rust,release,external,2,244371781,5.03558349609375,3.807861328125,0.04638671875,,8.33563232421875,,,,1761829814854571
division-loop,rust,release,external,3,248365250,5.88360595703125,4.43438720703125,0.04730224609375,,9.43865966796875,,,,1761829815104164
division-loop,rust,release,external,4,250723797,6.644775390625,5.10748291015625,0.04754638671875,,10.4912109375,,,,1761829815355983
division-loop,rust,release,external,5,254057163,4.80767822265625,3.58514404296875,0.0400390625,,8.06494140625,,,,1761829815611493
polynomial-evaluation,rust,release,internal,1,1250330207,27.81756591796875,20.635498046875,0.2283935546875,,44.30267333984375,,,,1761829817050410
polynomial-evaluation,rust,release,internal,2,1218331826,23.996337890625,18.1463623046875,0.18292236328125,,39.6483154296875,,,,1761829818268720
polynomial-evaluation,rust,release,internal,3,1223805838,25.12261962890625,19.54974365234375,0.187744140625,,40.7308349609375,,,,1761829819492536
polynomial-evaluation,rust,release,internal,4,1226533570,24.528564453125,18.68377685546875,0.165771484375,,40.2392578125,,,,1761829820719088
polynomial-evaluation,rust,release,internal,5,1224510285,23.06744384765625,17.50457763671875,0.14678955078125,,38.33612060546875,,,,1761829821943580
polynomial-evaluation,rust,release,external,1,1239461677,25.798095703125,18.95050048828125,0.19927978515625,,41.77398681640625,,,,1761829823345683
polynomial-evaluation,rust,release,external,2,1234292364,25.0875244140625,18.93609619140625,0.22698974609375,,40.982666015625,,,,1761829824581287
polynomial-evaluation,rust,release,external,3,1221336068,22.41815185546875,16.76885986328125,0.18310546875,,37.59771728515625,,,,1761829825803967
polynomial-evaluation,rust,release,external,4,1223934932,23.4957275390625,17.74859619140625,0.193603515625,,38.845703125,,,,1761829827029597
polynomial-evaluation,rust,release,external,5,1233997514,24.29693603515625,18.24871826171875,0.18927001953125,,40.0062255859375,,,,1761829828264805
