language,scenario,time_mean,time_cv%,pkg_mean,pkg_cv%,cores_mean,cores_cv%,gpu_mean,gpu_cv%,ram_mean,ram_cv%,psys_mean,psys_cv%,cycles_mean,cycles_cv%,l1d_misses_mean,l1d_misses_cv%,l1i_misses_mean,l1i_misses_cv%,llc_misses_mean,llc_misses_cv%,branch_misses_mean,branch_misses_cv%,c1_core_residency_mean,c1_core_residency_cv%,c3_core_residency_mean,c3_core_residency_cv%,c6_core_residency_mean,c6_core_residency_cv%,c7_core_residency_mean,c7_core_residency_cv%,c2_pkg_residency_mean,c2_pkg_residency_cv%,c3_pkg_residency_mean,c3_pkg_residency_cv%,c6_pkg_residency_mean,c6_pkg_residency_cv%,c8_pkg_residency_mean,c8_pkg_residency_cv%,c10_pkg_residency_mean,c10_pkg_residency_cv%
c,binary-trees,959561.4,1.322,46.704,0.975,35.916,0.877,0.0,0.0,1.165,1.127,0.0,0.0,18374185811.75,1.322,184688012.05,0.3,5587621.117,10.942,3851507.417,4.205,3579091.333,5.732,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,division-loop,1364508.833,0.004,18.958,0.067,3.86,0.294,0.0,0.0,0.76,0.104,0.0,0.0,1088803095.483,0.003,6122.967,3.127,17797.467,3.708,186.367,48.451,1105.683,19.23,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,fannkuch-redux,4656620.65,0.85,235.272,0.732,183.722,0.71,0.0,0.0,2.596,1.611,0.0,0.0,89197050879.883,0.85,2124964.467,211.208,5137101.25,72.369,62513.033,511.468,2252265977.233,0.062,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,fasta,600303.367,6.182,21.381,5.791,14.733,5.617,0.0,0.0,0.364,6.298,0.0,0.0,11492110736.35,6.186,11780916.333,1.836,4636255.917,9.079,53785.633,19.396,1449307.433,5.833,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,k-nucleotide,632551.083,1.081,28.901,0.795,21.898,0.699,0.0,0.0,0.416,2.538,0.0,0.0,12109821272.517,1.082,264040417.167,3.778,2213521.8,22.636,784970.767,20.538,35950732.133,0.255,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,mandelbrot,975762.383,0.819,47.791,0.57,36.983,0.497,0.0,0.0,0.567,1.043,0.0,0.0,18684410830.133,0.819,36756126.933,0.747,4522890.3,13.333,191470.05,6.019,4532418.717,2.029,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,matrix-multiplication,37953144.167,0.095,527.2,0.126,107.207,0.42,0.0,0.0,21.131,0.098,0.0,0.0,30293303673.133,0.095,1011013602.4,0.007,31201.1,3.278,9083.95,27.458,40209616.417,0.088,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,n-body,11352955.317,0.009,157.89,0.024,32.258,0.108,0.0,0.0,6.32,0.019,0.0,0.0,9061472790.633,0.009,6180.633,3.208,15347.3,4.249,1105.033,10.682,1076.9,9.86,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,pidigits,3186556.383,0.151,44.315,0.161,9.053,0.244,0.0,0.0,1.775,0.171,0.0,0.0,2543142650.617,0.151,252085271.433,0.007,117654.45,3.075,768.95,48.145,789663.517,0.866,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,polynomial-evaluation,4870603.583,0.05,66.818,0.561,12.919,2.87,0.0,0.0,2.712,0.06,0.0,0.0,3887350424.683,0.05,6117.633,2.887,16512.733,3.022,730.95,17.22,1000681.917,0.02,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,regex-redux,1118863.817,0.523,51.147,0.556,38.719,0.59,0.0,0.0,0.988,0.667,0.0,0.0,21425849426.35,0.523,30721966.7,1.051,3395351.383,18.978,978137.0,11.867,194671547.833,0.657,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,reverse-complement,74272.5,10.784,2.676,10.006,1.846,9.689,0.0,0.0,0.074,7.218,0.0,0.0,1415049453.6,10.844,4802552.767,1.686,2159574.117,8.311,252060.267,3.122,238856.967,13.692,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
c,spectral-norm,174605.833,0.947,9.378,0.756,7.454,0.706,0.0,0.0,0.097,1.316,0.0,0.0,3337283451.133,0.949,117356889.85,2.861,252834.583,85.25,1432.867,165.525,260685.083,12.553,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,binary-trees,2910332.517,2.563,108.158,2.609,75.847,2.635,0.0,0.0,2.038,2.481,0.0,0.0,55744245990.683,2.563,200436221.167,0.775,4704167.067,18.07,2170002.483,17.214,5015123.8,2.981,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,division-loop,1367632.75,0.004,18.995,0.108,3.864,0.516,0.0,0.0,0.762,0.097,0.0,0.0,1091289925.167,0.004,20970.05,3.479,31711.9,2.883,609.75,34.728,6694.317,4.715,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,fannkuch-redux,5140522.733,0.042,274.762,0.032,217.851,0.028,0.0,0.0,2.862,0.049,0.0,0.0,98466914110.0,0.042,1290854.85,9.01,4183476.517,6.664,19466.267,22.942,2417647384.017,0.011,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,fasta,334971.867,4.667,13.669,3.813,9.954,3.547,0.0,0.0,0.217,5.143,0.0,0.0,6408888084.65,4.673,12216733.033,1.308,6127978.533,5.261,34457.7,27.132,52906397.9,0.12,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,k-nucleotide,667410.317,1.42,29.539,1.118,22.107,1.007,0.0,0.0,0.671,2.776,0.0,0.0,12777531698.417,1.421,240430259.533,0.115,4663588.267,11.985,1152335.983,7.647,20576366.65,0.443,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,mandelbrot,1827631.7,0.439,103.374,0.272,83.128,0.238,0.0,0.0,1.06,0.549,0.0,0.0,35003393117.8,0.439,37019683.35,1.077,3192453.267,26.247,199864.917,6.254,37069895.967,0.376,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,matrix-multiplication,37971894.633,0.05,527.602,0.077,107.401,0.3,0.0,0.0,21.141,0.051,0.0,0.0,30308105127.117,0.05,1011301455.317,0.01,47412.433,1.862,9617.767,26.276,40212260.367,0.063,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,n-body,10328774.817,2.859,143.614,2.863,29.318,2.877,0.0,0.0,5.751,2.856,0.0,0.0,8243970788.267,2.859,21814.9,1.569,34058.817,2.085,2118.983,5.843,6994.933,3.879,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,pidigits,3062581.1,0.273,42.58,0.272,8.694,0.323,0.0,0.0,1.706,0.27,0.0,0.0,12216886091.6,0.273,190524982.767,0.313,3335916.15,30.302,15316.833,57.037,2378181.683,8.798,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,polynomial-evaluation,4755890.567,0.002,63.889,0.549,11.262,3.12,0.0,0.0,2.648,0.024,0.0,0.0,3795763834.467,0.002,22274.183,1.609,34212.933,2.086,1613.05,10.901,1007062.8,0.018,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,regex-redux,1517516.783,1.826,65.429,1.479,48.542,1.368,0.0,0.0,1.336,1.41,0.0,0.0,29062677925.833,1.827,88391411.6,0.603,5475727.933,14.019,1131303.6,10.09,193716213.95,0.407,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,reverse-complement,170573.8,3.979,6.275,3.611,4.364,3.516,0.0,0.0,0.168,2.858,0.0,0.0,3259432092.717,3.989,8437301.183,1.597,3202732.883,7.238,642359.767,3.661,449578.667,7.819,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cpp,spectral-norm,185578.7,1.084,10.129,0.808,8.082,0.726,0.0,0.0,0.103,1.529,0.0,0.0,3547437085.383,1.085,117815479.267,3.481,274774.85,89.08,1887.317,160.769,264565.467,14.717,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,binary-trees,5048178.967,1.426,229.673,1.423,171.17,1.429,0.0,0.0,10.305,1.837,0.0,0.0,96698029390.167,1.426,1001649236.8,1.351,156276861.233,3.152,48805663.183,3.142,63858245.517,2.257,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,division-loop,1605939.4,0.013,22.249,0.324,4.478,1.607,0.0,0.0,0.902,0.198,0.0,0.0,1281502066.067,0.013,1671348.45,0.261,4983167.0,0.173,52371.35,5.855,834668.767,0.133,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,fannkuch-redux,5074912.333,0.044,255.217,0.196,199.035,0.245,0.0,0.0,2.834,0.052,0.0,0.0,97210035722.0,0.044,3537949.8,12.539,10219500.183,2.057,86025.533,5.57,2093067979.933,0.009,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,fasta,483320.933,3.072,20.519,2.49,15.162,2.264,0.0,0.0,0.326,3.376,0.0,0.0,9250797209.367,3.075,17216626.567,3.304,18386028.383,3.293,129978.233,11.811,56831900.0,0.213,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,k-nucleotide,1210124.717,1.603,54.609,1.453,41.131,1.419,0.0,0.0,1.245,1.555,0.0,0.0,23173952941.75,1.603,303006266.3,2.841,14616839.85,4.943,2240405.317,22.622,43340387.183,0.514,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,mandelbrot,2174956.45,1.142,103.279,1.505,79.196,1.655,0.0,0.0,1.246,1.088,0.0,0.0,41656848678.95,1.142,44982417.2,2.878,21294068.033,5.296,224288.2,6.769,25613871.417,7.796,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,matrix-multiplication,41395971.933,0.119,575.601,0.126,117.54,0.172,0.0,0.0,23.057,0.12,0.0,0.0,33041380080.817,0.119,1022004698.733,0.089,5549993.217,0.341,69801.65,3.483,41192244.05,0.006,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,n-body,19726123.75,0.012,273.866,0.178,55.561,0.872,0.0,0.0,10.991,0.017,0.0,0.0,15745404342.583,0.012,1862933.717,0.25,5608066.55,0.206,57461.5,1.954,1039198.717,0.252,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,pidigits,3404073.85,0.212,47.339,0.213,9.667,0.254,0.0,0.0,1.905,0.214,0.0,0.0,2716742285.6,0.212,191780020.067,0.006,5574023.783,0.243,59665.6,1.691,1647653.467,0.25,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,polynomial-evaluation,10100600.4,0.02,137.454,0.467,25.676,2.509,0.0,0.0,5.633,0.027,0.0,0.0,8061867763.3,0.02,1942003.433,0.248,5904832.15,0.141,61868.967,1.57,2075873.817,0.074,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,regex-redux,1831028.517,0.424,78.216,0.408,57.894,0.443,0.0,0.0,1.44,1.139,0.0,0.0,35068400891.967,0.424,82251651.217,6.259,19151876.633,4.945,1481018.233,10.884,196248226.5,0.352,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,reverse-complement,147433.35,4.111,5.705,3.549,4.062,3.384,0.0,0.0,0.136,3.367,0.0,0.0,2816481449.9,4.125,6530279.267,1.873,8398393.717,2.134,516942.05,2.621,1893630.117,1.67,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
cs,spectral-norm,338864.75,2.003,17.162,1.537,13.408,1.4,0.0,0.0,0.196,2.168,0.0,0.0,6483666419.233,2.005,155367593.6,0.234,8699045.183,11.058,55838.65,16.021,1813297.117,13.922,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,binary-trees,2114536.2,2.712,100.45,2.608,75.442,2.645,0.0,0.0,5.673,1.203,0.0,0.0,40499445204.65,2.713,459201441.867,0.643,59470096.683,2.245,19281405.233,9.259,22478257.783,5.365,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,division-loop,3016881.75,2.937,41.962,2.932,8.579,2.924,0.0,0.0,1.707,2.901,0.0,0.0,2407693046.533,2.937,5600574.767,1.509,9505089.6,3.498,213396.967,2.072,2046031.233,2.051,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,fannkuch-redux,5909202.9,0.109,320.489,0.115,255.06,0.131,0.0,0.0,3.341,0.12,0.0,0.0,113192201061.933,0.109,30609443.883,6.549,28447657.15,2.65,396734.333,4.44,2057733965.15,0.172,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,fasta,563122.3,3.134,22.268,2.702,16.015,2.552,0.0,0.0,0.408,2.937,0.0,0.0,10779613954.633,3.137,36004981.167,2.215,35560917.983,1.872,412718.383,4.408,59974883.5,0.276,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,k-nucleotide,1294529.417,63.295,56.87,55.729,42.468,53.279,0.0,0.0,1.214,38.923,0.0,0.0,24790941413.45,63.315,281185159.483,11.346,65300693.0,4.989,1670067.067,2.442,110495536.9,7.708,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,mandelbrot,2649170.183,0.536,120.595,0.774,91.255,0.911,0.0,0.0,1.564,0.631,0.0,0.0,50741166986.6,0.536,58663583.117,3.887,31697872.783,2.833,629197.6,2.837,17787321.783,3.109,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,matrix-multiplication,43895509.65,0.189,610.854,0.19,125.093,0.199,0.0,0.0,24.482,0.19,0.0,0.0,35036586631.55,0.189,1029630551.1,0.034,14967688.883,2.946,257125.2,2.31,6036507.067,2.631,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,n-body,20139482.467,0.82,279.853,0.865,56.99,1.12,0.0,0.0,11.26,0.837,0.0,0.0,16074828006.65,0.821,9131009.933,8.872,17885346.983,9.4,252239.8,2.405,3597811.317,8.142,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,pidigits,5257057.317,0.869,73.131,0.864,14.953,0.845,0.0,0.0,2.972,0.877,0.0,0.0,4195833677.4,0.869,337398299.983,0.835,37244358.367,2.004,276619.55,2.089,11213201.683,1.028,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,polynomial-evaluation,11040353.367,0.698,149.271,0.738,27.096,1.67,0.0,0.0,6.178,0.718,0.0,0.0,8812003316.1,0.698,6254683.9,5.402,11170284.85,7.912,228183.4,3.647,3339101.767,4.108,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,regex-redux,1927955.1,0.258,83.043,0.324,61.598,0.386,0.0,0.0,1.69,0.375,0.0,0.0,36925198449.483,0.258,121778436.567,1.673,71161532.567,1.512,3057767.75,4.18,208220594.683,0.217,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,reverse-complement,292805.683,2.575,11.22,2.245,7.952,2.092,0.0,0.0,0.286,2.095,0.0,0.0,5601386721.05,2.579,16115558.383,1.937,23513783.533,1.27,761140.6,2.96,4358814.583,1.289,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
java,spectral-norm,548951.733,0.996,26.347,0.782,20.26,0.714,0.0,0.0,0.35,1.089,0.0,0.0,10508145490.0,0.997,172929222.433,0.379,28281438.433,1.724,361935.8,3.974,4767842.417,2.001,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0

